
1154.25,2019-09-19 03:18:00
1154.25,2019-09-19 03:18:01
1154.25,2019-09-19 03:18:01
1154.25,2019-09-19 03:18:02
1154,2019-09-19 03:18:03
1154,2019-09-19 03:18:03
1154,2019-09-19 03:18:04
1154,2019-09-19 03:18:05
1154,2019-09-19 03:18:06
1154,2019-09-19 03:18:08
1154,2019-09-19 03:18:10
1154,2019-09-19 03:18:11
1154,2019-09-19 03:18:12
1154,2019-09-19 03:18:13
1154,2019-09-19 03:18:14
1154,2019-09-19 03:18:14
1154,2019-09-19 03:18:15
1154,2019-09-19 03:18:17
1154,2019-09-19 03:18:17
1154,2019-09-19 03:18:18
1154,2019-09-19 03:18:19
1154,2019-09-19 03:18:20
1154,2019-09-19 03:18:20
1154,2019-09-19 03:18:21
1153.9,2019-09-19 03:18:22
1153.9,2019-09-19 03:18:23
1153.9,2019-09-19 03:18:23
1153.9,2019-09-19 03:18:24
1153.9,2019-09-19 03:18:25
1153.9,2019-09-19 03:18:27
1153.9,2019-09-19 03:18:27
1153.9,2019-09-19 03:18:28
1153.9,2019-09-19 03:18:29
1153.9,2019-09-19 03:18:30
1153.9,2019-09-19 03:18:31
1153.9,2019-09-19 03:18:32
1153.9,2019-09-19 03:18:33
1153.9,2019-09-19 03:18:35
1153.9,2019-09-19 03:18:35
1153.9,2019-09-19 03:18:38
1153.9,2019-09-19 03:18:38
1153.9,2019-09-19 03:18:39
1153.85,2019-09-19 03:18:41
1153.85,2019-09-19 03:18:42
1153.85,2019-09-19 03:18:42
1153.85,2019-09-19 03:18:43
1153.9,2019-09-19 03:18:43
1154,2019-09-19 03:18:44
1154,2019-09-19 03:18:44
1154,2019-09-19 03:18:45
1154,2019-09-19 03:18:46
1154,2019-09-19 03:18:48
1154,2019-09-19 03:18:48
1154,2019-09-19 03:18:49
1153.95,2019-09-19 03:18:50
1153.95,2019-09-19 03:18:50
1153.95,2019-09-19 03:18:51
1153.95,2019-09-19 03:18:54
1154,2019-09-19 03:18:57
1154,2019-09-19 03:18:57
1154,2019-09-19 03:18:58
1154,2019-09-19 03:18:59
1154,2019-09-19 03:18:59
